Post Code,Post Office Name,Post Office Level,Phone,Province,District,Commune,Address,Status,Branch,Pickup Branch,Commune EN,Commune Khmer,Phone Number,Main Branch Phone,Branch Code,Branch EN,Branch Khmer,Category,Post office level,Type,Latitude,Longitude,Search Text
BANA001,Chamnaom,AGENT,0716111197,Banteay Meanchey,Mongkol Borei,Chamnaom,"Chamnaom, Mongkol Borei, Banteay Meanchey, Cambodia",ACTIVE,BAN,BANA001,Chamnaom,Chamnaom,0716111197,0316000285,BAN,Banteay Meanchey,Banteay Meanchey,AGENT,AGENT,AGENT,13.437565,102.934632,BANA001 | Chamnaom | 0716111197 | BAN | Banteay Meanchey | Mongkol Borei | AGENT
BATA041,Moung Ruessei,AGENT,0965244331,Battambang,Moung Ruessei,Moung Ruessei,"Moung Ruessei, Moung Ruessei, Battambang, Cambodia",ACTIVE,BAT,BATA041,Moung Ruessei,Moung Ruessei,0965244331,0972277127,BAT,Battambang,Battambang,AGENT,AGENT,AGENT,12.903065,103.3680416,BATA041 | Moung Ruessei | 0965244331 | BAT | Battambang | Moung Ruessei | AGENT
BATA042,Sreng Koemlong,AGENT,0979542413,Battambang,Battambang,Sreng Koemlong,"Sreng Koemlong, Battambang, Battambang, Cambodia",ACTIVE,BAT,BATA042,Sreng Koemlong,Sreng Koemlong,0979542413,0972277127,BAT,Battambang,Battambang,AGENT,AGENT,AGENT,12.69947,103.57496,BATA042 | Sreng Koemlong | 0979542413 | BAT | Battambang | Battambang | AGENT
BATP001,Battambang,POST,0972277127,Battambang,Battambang,Battambang,"Battambang, Battambang, Battambang, Cambodia",ACTIVE,BAT,BATP001,Battambang,Battambang,0972277127,0972277127,BAT,Battambang,Battambang,POST,POST,POST,13.106159,103.195737,BATP001 | Battambang | 0972277127 | BAT | Battambang | Battambang | POST
BATS001,Tuol Ta Ek,POST,0972282257,Battambang,Battambang,Tuol Ta Ek,"Tuol Ta Ek, Battambang, Battambang, Cambodia",INACTIVE,BAT,BATS001,Tuol Ta Ek,Tuol Ta Ek,0972282257,0972277127,BAT,Battambang,Battambang,POST,POST,POST,13.095671,103.190739,BATS001 | Tuol Ta Ek | 0972282257 | BAT | Battambang | Battambang | POST
BATS002,Ta Pung,POST,0888894466,Battambang,Thma Koul,Ta Pung,"Ta Pung, Thma Koul, Battambang, Cambodia",INACTIVE,BAT,BATS002,Ta Pung,Ta Pung,0888894466,0972277127,BAT,Battambang,Battambang,POST,POST,POST,13.269928,103.089933,BATS002 | Ta Pung | 0888894466 | BAT | Battambang | Thma Koul | POST
BATS003,Moung,POST,0313333950,Battambang,Moung Ruessei,Moung,"Moung, Moung Ruessei, Battambang, Cambodia",ACTIVE,BAT,BATS003,Moung,Moung,0313333950,0972277127,BAT,Battambang,Battambang,POST,POST,POST,12.775481,103.447519,BATS003 | Moung | 0313333950 | BAT | Battambang | Moung Ruessei | POST
BATS004,Thmor kol,POST,0888894466,Battambang,Battambang,Thmor kol,"Thmor kol, Battambang, Battambang, Cambodia",ACTIVE,BAT,BATS004,Thmor kol,Thmor kol,0888894466,0972277127,BAT,Battambang,Battambang,POST,POST,POST,13.269991,103.889912,BATS004 | Thmor kol | 0888894466 | BAT | Battambang | Battambang | POST
BATS005,Sdau,POST,068444789,Battambang,Thma Koul,Sdau,"Sdau, Thma Koul, Battambang, Cambodia",INACTIVE,BAT,BATS005,Sdau,Sdau,068444789,0972277127,BAT,Battambang,Battambang,POST,POST,POST,12.892662,102.97397,BATS005 | Sdau | 068444789 | BAT | Battambang | Thma Koul | POST
BATS006,Bavel,POST,090929939,Battambang,Bavel,Bavel,"Bavel, Bavel, Battambang, Cambodia",INACTIVE,BAT,BATS006,Bavel,Bavel,090929939,0972277127,BAT,Battambang,Battambang,POST,POST,POST,13.25407,102.873046,BATS006 | Bavel | 090929939 | BAT | Battambang | Bavel | POST
BATS007,Moung,POST,0885676516,Battambang,Moung Ruessei,Moung,"Moung, Moung Ruessei, Battambang, Cambodia",INACTIVE,BAT,BATS007,Moung,Moung,0885676516,0972277127,BAT,Battambang,Battambang,POST,POST,POST,12.775514,103.447784,BATS007 | Moung | 0885676516 | BAT | Battambang | Moung Ruessei | POST
BATS008,Ratanak mondol,POST,0979966639,Battambang,Battambang,Ratanak mondol,"Ratanak mondol, Battambang, Battambang, Cambodia",ACTIVE,BAT,BATS008,Ratanak mondol,Ratanak mondol,0979966639,0972277127,BAT,Battambang,Battambang,POST,POST,POST,12.892583,102.974027,BATS008 | Ratanak mondol | 0979966639 | BAT | Battambang | Battambang | POST
DVCZ2,Vehicle Team Z2,SHIPPER,0972277127,Battambang,Battambang,Vehicle Team Z2,"Vehicle Team Z2, Battambang, Battambang, Cambodia",ACTIVE,BAT,DVCZ2,Vehicle Team Z2,Vehicle Team Z2,0972277127,0972277127,BAT,Battambang,Battambang,SHIPPER,SHIPPER,SHIPPER,,,DVCZ2 | Vehicle Team Z2 | 0972277127 | BAT | Battambang | Battambang | SHIPPER
HUBBAT01,Hub vùng HUBBAT01,WAREHOUSE,0972277127,Battambang,Battambang,Hub vùng HUBBAT01,"Hub vùng HUBBAT01, Battambang, Battambang, Cambodia",INACTIVE,BAT,HUBBAT01,Hub vùng HUBBAT01,Hub vùng HUBBAT01,0972277127,0972277127,BAT,Battambang,Battambang,WAREHOUSE,WAREHOUSE,WAREHOUSE,13.338261812530442,103.08321449677263,HUBBAT01 | Hub vùng HUBBAT01 | 0972277127 | BAT | Battambang | Battambang | WAREHOUSE
HZ3P01,Head Office Z3,DEPARTMENT,0972277127,Battambang,Battambang,Head Office Z3,"Head Office Z3, Battambang, Battambang, Cambodia",ACTIVE,BAT,HZ3P01,Head Office Z3,Head Office Z3,0972277127,0972277127,BAT,Battambang,Battambang,DEPARTMENT,DEPARTMENT,DEPARTMENT,,,HZ3P01 | Head Office Z3 | 0972277127 | BAT | Battambang | Battambang | DEPARTMENT
KVBAT01,Kho vùng BAT,WAREHOUSE,0972277127,Battambang,Battambang,Kho vùng BAT,"Kho vùng BAT, Battambang, Battambang, Cambodia",INACTIVE,BAT,KVBAT01,Kho vùng BAT,Kho vùng BAT,0972277127,0972277127,BAT,Battambang,Battambang,WAREHOUSE,WAREHOUSE,WAREHOUSE,,,KVBAT01 | Kho vùng BAT | 0972277127 | BAT | Battambang | Battambang | WAREHOUSE
CHAA001,Peam Prathnuoh,AGENT,0888664145,Kampong Cham,Kaoh Soutin,Peam Prathnuoh,"Peam Prathnuoh, Kaoh Soutin, Kampong Cham, Cambodia",ACTIVE,CHA,CHAA001,Peam Prathnuoh,Peam Prathnuoh,0888664145,0979026168,CHA,Kampong Cham,Kampong Cham,AGENT,AGENT,AGENT,11.892662,105.428499,CHAA001 | Peam Prathnuoh | 0888664145 | CHA | Kampong Cham | Kaoh Soutin | AGENT
CHAA002,Chrey Vien,AGENT,067665432,Kampong Cham,Prey Chhor,Chrey Vien,"Chrey Vien, Prey Chhor, Kampong Cham, Cambodia",ACTIVE,CHA,CHAA002,Chrey Vien,Chrey Vien,067665432,0979026168,CHA,Kampong Cham,Kampong Cham,AGENT,AGENT,AGENT,12.058398,105.257688,CHAA002 | Chrey Vien | 067665432 | CHA | Kampong Cham | Prey Chhor | AGENT
CHAA003,Kor,AGENT,066666642,Kampong Cham,Cheung Prey,Kor,"Kor, Cheung Prey, Kampong Cham, Cambodia",ACTIVE,CHA,CHAA003,Kor,Kor,066666642,0979026168,CHA,Kampong Cham,Kampong Cham,AGENT,AGENT,AGENT,12.11317,105.21706,CHAA003 | Kor | 066666642 | CHA | Kampong Cham | Cheung Prey | AGENT
CHAA004,Sandaek,AGENT,0886341117,Kampong Cham,Batheay,Sandaek,"Sandaek, Batheay, Kampong Cham, Cambodia",ACTIVE,CHA,CHAA004,Sandaek,Sandaek,0886341117,0979026168,CHA,Kampong Cham,Kampong Cham,AGENT,AGENT,AGENT,12.123065,104.970836,CHAA004 | Sandaek | 0886341117 | CHA | Kampong Cham | Batheay | AGENT
CHAA005,Me Sar Chrey,AGENT,060373336,Kampong Cham,Stueng Trang,Me Sar Chrey,"Me Sar Chrey, Stueng Trang, Kampong Cham, Cambodia",ACTIVE,CHA,CHAA005,Me Sar Chrey,Me Sar Chrey,060373336,0979026168,CHA,Kampong Cham,Kampong Cham,AGENT,AGENT,AGENT,12.29968,105.419272,CHAA005 | Me Sar Chrey | 060373336 | CHA | Kampong Cham | Stueng Trang | AGENT
CHAA006,Peam Chi Kang,AGENT,0979008412,Kampong Cham,Kang Meas,Peam Chi Kang,"Peam Chi Kang, Kang Meas, Kampong Cham, Cambodia",ACTIVE,CHA,CHAA006,Peam Chi Kang,Peam Chi Kang,0979008412,0979026168,CHA,Kampong Cham,Kampong Cham,AGENT,AGENT,AGENT,11.946622,105.247515,CHAA006 | Peam Chi Kang | 0979008412 | CHA | Kampong Cham | Kang Meas | AGENT
CHAA007,Ta Prok,AGENT,0714862222,Kampong Cham,Chamkar Leu,Ta Prok,"Ta Prok, Chamkar Leu, Kampong Cham, Cambodia",ACTIVE,CHA,CHAA007,Ta Prok,Ta Prok,0714862222,0979026168,CHA,Kampong Cham,Kampong Cham,AGENT,AGENT,AGENT,12.376818,105.222342,CHAA007 | Ta Prok | 0714862222 | CHA | Kampong Cham | Chamkar Leu | AGENT
CHAA008,Thma Pun,AGENT,0313100028,Kampong Cham,Prey Chhor,Thma Pun,"Thma Pun, Prey Chhor, Kampong Cham, Cambodia",ACTIVE,CHA,CHAA008,Thma Pun,Thma Pun,0313100028,0979026168,CHA,Kampong Cham,Kampong Cham,AGENT,AGENT,AGENT,12.162685,105.246162,CHAA008 | Thma Pun | 0313100028 | CHA | Kampong Cham | Prey Chhor | AGENT
CHAA009,Tang Krang,AGENT,0716601215,Kampong Cham,Batheay,Tang Krang,"Tang Krang, Batheay, Kampong Cham, Cambodia",ACTIVE,CHA,CHAA009,Tang Krang,Tang Krang,0716601215,0979026168,CHA,Kampong Cham,Kampong Cham,AGENT,AGENT,AGENT,11.885387,104.935627,CHAA009 | Tang Krang | 0716601215 | CHA | Kampong Cham | Batheay | AGENT
CHAA010,Bos Khnor,AGENT,0717774841,Kampong Cham,Chamkar Leu,Bos Khnor,"Bos Khnor, Chamkar Leu, Kampong Cham, Cambodia",ACTIVE,CHA,CHAA010,Bos Khnor,Bos Khnor,0717774841,0979026168,CHA,Kampong Cham,Kampong Cham,AGENT,AGENT,AGENT,12.180892,105.322863,CHAA010 | Bos Khnor | 0717774841 | CHA | Kampong Cham | Chamkar Leu | AGENT
CHAA011,Lvea,AGENT,0319621863,Kampong Cham,Chamkar Leu,Lvea,"Lvea, Chamkar Leu, Kampong Cham, Cambodia",ACTIVE,CHA,CHAA011,Lvea,Lvea,0319621863,0979026168,CHA,Kampong Cham,Kampong Cham,AGENT,AGENT,AGENT,12.057856,105.181435,CHAA011 | Lvea | 0319621863 | CHA | Kampong Cham | Chamkar Leu | AGENT
CHAA012,Khvet Thum,AGENT,0976561888,Kampong Cham,Prey Chhor,Khvet Thum,"Khvet Thum, Prey Chhor, Kampong Cham, Cambodia",ACTIVE,CHA,CHAA012,Khvet Thum,Khvet Thum,0976561888,0979026168,CHA,Kampong Cham,Kampong Cham,AGENT,AGENT,AGENT,12.059258,105.211236,CHAA012 | Khvet Thum | 0976561888 | CHA | Kampong Cham | Prey Chhor | AGENT
CHAA013,Chealea,AGENT,0977713334,Kampong Cham,Batheay,Chealea,"Chealea, Batheay, Kampong Cham, Cambodia",ACTIVE,CHA,CHAA013,Chealea,Chealea,0977713334,0979026168,CHA,Kampong Cham,Kampong Cham,AGENT,AGENT,AGENT,11.9945,104.9433,CHAA013 | Chealea | 0977713334 | CHA | Kampong Cham | Batheay | AGENT
CHAA014,Batheay,AGENT,0716363168,Kampong Cham,Batheay,Batheay,"Batheay, Batheay, Kampong Cham, Cambodia",ACTIVE,CHA,CHAA014,Batheay,Batheay,0716363168,0979026168,CHA,Kampong Cham,Kampong Cham,AGENT,AGENT,AGENT,12.027384,104.962943,CHAA014 | Batheay | 0716363168 | CHA | Kampong Cham | Batheay | AGENT
CHAA015,Soutib,AGENT,0979431314,Kampong Cham,Cheung Prey,Soutib,"Soutib, Cheung Prey, Kampong Cham, Cambodia",ACTIVE,CHA,CHAA015,Soutib,Soutib,0979431314,0979026168,CHA,Kampong Cham,Kampong Cham,AGENT,AGENT,AGENT,12.05615,105.074797,CHAA015 | Soutib | 0979431314 | CHA | Kampong Cham | Cheung Prey | AGENT
CHAA016,Veal Vung,AGENT,0718010101,Kampong Cham,Kampong Cham,Veal Vung,"Veal Vung, Kampong Cham, Kampong Cham, Cambodia",ACTIVE,CHA,CHAA016,Veal Vung,Veal Vung,0718010101,0979026168,CHA,Kampong Cham,Kampong Cham,AGENT,AGENT,AGENT,11.979458,105.458557,CHAA016 | Veal Vung | 0718010101 | CHA | Kampong Cham | Kampong Cham | AGENT
CHAA017,Areak Tnaot,AGENT,0973399000,Kampong Cham,Kampong Cham,Areak Tnaot,"Areak Tnaot, Kampong Cham, Kampong Cham, Cambodia",ACTIVE,CHA,CHAA017,Areak Tnaot,Areak Tnaot,0973399000,0979026168,CHA,Kampong Cham,Kampong Cham,AGENT,AGENT,AGENT,12.362246,105.587401,CHAA017 | Areak Tnaot | 0973399000 | CHA | Kampong Cham | Kampong Cham | AGENT
CHAA018,Kampong Cham,AGENT,0974128678,Kampong Cham,Kampong Cham,Kampong Cham,"Kampong Cham, Kampong Cham, Kampong Cham, Cambodia",ACTIVE,CHA,CHAA018,Kampong Cham,Kampong Cham,0974128678,0979026168,CHA,Kampong Cham,Kampong Cham,AGENT,AGENT,AGENT,11.991004,105.466677,CHAA018 | Kampong Cham | 0974128678 | CHA | Kampong Cham | Kampong Cham | AGENT
CHAA019,Roka Koy,AGENT,0977644227,Kampong Cham,Kang Meas,Roka Koy,"Roka Koy, Kang Meas, Kampong Cham, Cambodia",ACTIVE,CHA,CHAA019,Roka Koy,Roka Koy,0977644227,0979026168,CHA,Kampong Cham,Kampong Cham,AGENT,AGENT,AGENT,11.9412,105.3009,CHAA019 | Roka Koy | 0977644227 | CHA | Kampong Cham | Kang Meas | AGENT
CHAA020,Hanchey,AGENT,0713333612,Kampong Cham,Kampong Siem,Hanchey,"Hanchey, Kampong Siem, Kampong Cham, Cambodia",ACTIVE,CHA,CHAA020,Hanchey,Hanchey,0713333612,0979026168,CHA,Kampong Cham,Kampong Cham,AGENT,AGENT,AGENT,12.1363,105.5264,CHAA020 | Hanchey | 0713333612 | CHA | Kampong Cham | Kampong Siem | AGENT
CHAA021,Svay Pou,AGENT,068536475,Kampong Cham,Srei Santhor,Svay Pou,"Svay Pou, Srei Santhor, Kampong Cham, Cambodia",ACTIVE,CHA,CHAA021,Svay Pou,Svay Pou,068536475,0979026168,CHA,Kampong Cham,Kampong Cham,AGENT,AGENT,AGENT,11.780832,105.081073,CHAA021 | Svay Pou | 068536475 | CHA | Kampong Cham | Srei Santhor | AGENT
CHAA022,Preak Kak,AGENT,0888855293,Kampong Cham,Stueng Trang,Preak Kak,"Preak Kak, Stueng Trang, Kampong Cham, Cambodia",ACTIVE,CHA,CHAA022,Preak Kak,Preak Kak,0888855293,0979026168,CHA,Kampong Cham,Kampong Cham,AGENT,AGENT,AGENT,12.258039,105.533665,CHAA022 | Preak Kak | 0888855293 | CHA | Kampong Cham | Stueng Trang | AGENT
CHAA023,Preak Rumdeng,AGENT,0884421662,Kampong Cham,Kampong Cham,Preak Rumdeng,"Preak Rumdeng, Kampong Cham, Kampong Cham, Cambodia",ACTIVE,CHA,CHAA023,Preak Rumdeng,Preak Rumdeng,0884421662,0979026168,CHA,Kampong Cham,Kampong Cham,AGENT,AGENT,AGENT,11.9178,105.23044,CHAA023 | Preak Rumdeng | 0884421662 | CHA | Kampong Cham | Kampong Cham | AGENT
CHAA024,Tumnob,AGENT,090999000,Kampong Cham,Batheay,Tumnob,"Tumnob, Batheay, Kampong Cham, Cambodia",ACTIVE,CHA,CHAA024,Tumnob,Tumnob,090999000,0979026168,CHA,Kampong Cham,Kampong Cham,AGENT,AGENT,AGENT,12.080426,104.975446,CHAA024 | Tumnob | 090999000 | CHA | Kampong Cham | Batheay | AGENT
CHAA025,Lom Hae,AGENT,0977865168,Kampong Cham,Kampong Cham,Lom Hae,"Lom Hae, Kampong Cham, Kampong Cham, Cambodia",ACTIVE,CHA,CHAA025,Lom Hae,Lom Hae,0977865168,0979026168,CHA,Kampong Cham,Kampong Cham,AGENT,AGENT,AGENT,11.992734,105.451041,CHAA025 | Lom Hae | 0977865168 | CHA | Kampong Cham | Kampong Cham | AGENT
CHAP001,Kampong Cham,POST,0979026168,Kampong Cham,Kampong Cham,Kampong Cham,"Kampong Cham, Kampong Cham, Kampong Cham, Cambodia",ACTIVE,CHA,CHAP001,Kampong Cham,Kampong Cham,0979026168,0979026168,CHA,Kampong Cham,Kampong Cham,POST,POST,POST,11.989084,105.462284,CHAP001 | Kampong Cham | 0979026168 | CHA | Kampong Cham | Kampong Cham | POST
CHAP002,Skun,POST,0977388999,Kampong Cham,Kampong Cham,Skun,"Skun, Kampong Cham, Kampong Cham, Cambodia",ACTIVE,CHA,CHAP002,Skun,Skun,0977388999,0979026168,CHA,Kampong Cham,Kampong Cham,POST,POST,POST,12.057343,105.074807,CHAP002 | Skun | 0977388999 | CHA | Kampong Cham | Kampong Cham | POST
CHAS001,Veal Vung,POST,0884531122,Kampong Cham,Kampong Cham,Veal Vung,"Veal Vung, Kampong Cham, Kampong Cham, Cambodia",ACTIVE,CHA,CHAS001,Veal Vung,Veal Vung,0884531122,0979026168,CHA,Kampong Cham,Kampong Cham,POST,POST,POST,11.989346,105.458567,CHAS001 | Veal Vung | 0884531122 | CHA | Kampong Cham | Kampong Cham | POST
CHAS002,Preak Kak,POST,0718040003,Kampong Cham,Stueng Trang,Preak Kak,"Preak Kak, Stueng Trang, Kampong Cham, Cambodia",ACTIVE,CHA,CHAS002,Preak Kak,Preak Kak,0718040003,0979026168,CHA,Kampong Cham,Kampong Cham,POST,POST,POST,12.255298,105.539182,CHAS002 | Preak Kak | 0718040003 | CHA | Kampong Cham | Stueng Trang | POST
CHAS003,Soutib,POST,0977310368,Kampong Cham,Cheung Prey,Soutib,"Soutib, Cheung Prey, Kampong Cham, Cambodia",ACTIVE,CHA,CHAS003,Soutib,Soutib,0977310368,0979026168,CHA,Kampong Cham,Kampong Cham,POST,POST,POST,12.053318,105.056898,CHAS003 | Soutib | 0977310368 | CHA | Kampong Cham | Cheung Prey | POST
CHAS004,Chrey Vien,POST,060958251,Kampong Cham,Prey Chhor,Chrey Vien,"Chrey Vien, Prey Chhor, Kampong Cham, Cambodia",ACTIVE,CHA,CHAS004,Chrey Vien,Chrey Vien,060958251,0979026168,CHA,Kampong Cham,Kampong Cham,POST,POST,POST,12.057873,105.247003,CHAS004 | Chrey Vien | 060958251 | CHA | Kampong Cham | Prey Chhor | POST
CHAS005,Svay Teab,POST,0978122251,Kampong Cham,Chamkar Leu,Svay Teab,"Svay Teab, Chamkar Leu, Kampong Cham, Cambodia",ACTIVE,CHA,CHAS005,Svay Teab,Svay Teab,0978122251,0979026168,CHA,Kampong Cham,Kampong Cham,POST,POST,POST,12.3140397,105.2777613,CHAS005 | Svay Teab | 0978122251 | CHA | Kampong Cham | Chamkar Leu | POST
CHHA001,Ou Ruessei 01,AGENT,0979256868,Kampong Chhnang,Kampong Tralach,Ou Ruessei 01,"Ou Ruessei 01, Kampong Tralach, Kampong Chhnang, Cambodia",ACTIVE,CHH,CHHA001,Ou Ruessei 01,Ou Ruessei 01,0979256868,0978887079,CHH,Kampong Chhnang,Kampong Chhnang,AGENT,AGENT,AGENT,11.939555,104.714322,CHHA001 | Ou Ruessei 01 | 0979256868 | CHH | Kampong Chhnang | Kampong Tralach | AGENT
CHHA002,Pongro,AGENT,0882356429,Kampong Chhnang,Rolea B'ier,Pongro,"Pongro, Rolea B'ier, Kampong Chhnang, Cambodia",ACTIVE,CHH,CHHA002,Pongro,Pongro,0882356429,0978887079,CHH,Kampong Chhnang,Kampong Chhnang,AGENT,AGENT,AGENT,12.257837,104.660942,CHHA002 | Pongro | 0882356429 | CHH | Kampong Chhnang | Rolea B'ier | AGENT
CHHA003,Ou Ruessei 02,AGENT,068519717,Kampong Chhnang,Kampong Tralach,Ou Ruessei 02,"Ou Ruessei 02, Kampong Tralach, Kampong Chhnang, Cambodia",ACTIVE,CHH,CHHA003,Ou Ruessei 02,Ou Ruessei 02,068519717,0978887079,CHH,Kampong Chhnang,Kampong Chhnang,AGENT,AGENT,AGENT,11.9517,104.7185,CHHA003 | Ou Ruessei 02 | 068519717 | CHH | Kampong Chhnang | Kampong Tralach | AGENT
CHHA004,Saeb,AGENT,0974989014,Kampong Chhnang,Kampong Tralach,Saeb,"Saeb, Kampong Tralach, Kampong Chhnang, Cambodia",ACTIVE,CHH,CHHA004,Saeb,Saeb,0974989014,0978887079,CHH,Kampong Chhnang,Kampong Chhnang,AGENT,AGENT,AGENT,12.0705,104.773,CHHA004 | Saeb | 0974989014 | CHH | Kampong Chhnang | Kampong Tralach | AGENT
CHHA005,Peani,AGENT,0885871084,Kampong Chhnang,Kampong Tralach,Peani,"Peani, Kampong Tralach, Kampong Chhnang, Cambodia",ACTIVE,CHH,CHHA005,Peani,Peani,0885871084,0978887079,CHH,Kampong Chhnang,Kampong Chhnang,AGENT,AGENT,AGENT,11.9234,104.7013,CHHA005 | Peani | 0885871084 | CHH | Kampong Chhnang | Kampong Tralach | AGENT
CHHA006,Ta Ches,AGENT,0314443535,Kampong Chhnang,Kampong Tralach,Ta Ches,"Ta Ches, Kampong Tralach, Kampong Chhnang, Cambodia",ACTIVE,CHH,CHHA006,Ta Ches,Ta Ches,0314443535,0978887079,CHH,Kampong Chhnang,Kampong Chhnang,AGENT,AGENT,AGENT,12.236991,104.669291,CHHA006 | Ta Ches | 0314443535 | CHH | Kampong Chhnang | Kampong Tralach | AGENT
CHHA007,Prey Kri 01,AGENT,0715975858,Kampong Chhnang,Chol Kiri,Prey Kri 01,"Prey Kri 01, Chol Kiri, Kampong Chhnang, Cambodia",ACTIVE,CHH,CHHA007,Prey Kri 01,Prey Kri 01,0715975858,0978887079,CHH,Kampong Chhnang,Kampong Chhnang,AGENT,AGENT,AGENT,12.164788,104.881038,CHHA007 | Prey Kri 01 | 0715975858 | CHH | Kampong Chhnang | Chol Kiri | AGENT
CHHA008,Peam Chhkaok,AGENT,0718431010,Kampong Chhnang,Chol Kiri,Peam Chhkaok,"Peam Chhkaok, Chol Kiri, Kampong Chhnang, Cambodia",ACTIVE,CHH,CHHA008,Peam Chhkaok,Peam Chhkaok,0718431010,0978887079,CHH,Kampong Chhnang,Kampong Chhnang,AGENT,AGENT,AGENT,12.207648,104.816967,CHHA008 | Peam Chhkaok | 0718431010 | CHH | Kampong Chhnang | Chol Kiri | AGENT
CHHA009,Krang Skear,AGENT,0712847871,Kampong Chhnang,Tuek Phos,Krang Skear,"Krang Skear, Tuek Phos, Kampong Chhnang, Cambodia",ACTIVE,CHH,CHHA009,Krang Skear,Krang Skear,0712847871,0978887079,CHH,Kampong Chhnang,Kampong Chhnang,AGENT,AGENT,AGENT,12.238376,104.278047,CHHA009 | Krang Skear | 0712847871 | CHH | Kampong Chhnang | Tuek Phos | AGENT
CHHA010,Chhnok Tru,AGENT,0883322881,Kampong Chhnang,Baribour,Chhnok Tru,"Chhnok Tru, Baribour, Kampong Chhnang, Cambodia",ACTIVE,CHH,CHHA010,Chhnok Tru,Chhnok Tru,0883322881,0978887079,CHH,Kampong Chhnang,Kampong Chhnang,AGENT,AGENT,AGENT,12.50071,104.4547,CHHA010 | Chhnok Tru | 0883322881 | CHH | Kampong Chhnang | Baribour | AGENT
CHHA011,Svay Chrum,AGENT,0716555440,Kampong Chhnang,Rolea B'ier,Svay Chrum,"Svay Chrum, Rolea B'ier, Kampong Chhnang, Cambodia",ACTIVE,CHH,CHHA011,Svay Chrum,Svay Chrum,0716555440,0978887079,CHH,Kampong Chhnang,Kampong Chhnang,AGENT,AGENT,AGENT,12.279551,104.591655,CHHA011 | Svay Chrum | 0716555440 | CHH | Kampong Chhnang | Rolea B'ier | AGENT
CHHA012,Trangel,AGENT,0718488815,Kampong Chhnang,Kampong Leaeng,Trangel,"Trangel, Kampong Leaeng, Kampong Chhnang, Cambodia",ACTIVE,CHH,CHHA012,Trangel,Trangel,0718488815,0978887079,CHH,Kampong Chhnang,Kampong Chhnang,AGENT,AGENT,AGENT,12.2854,104.729588,CHHA012 | Trangel | 0718488815 | CHH | Kampong Chhnang | Kampong Leaeng | AGENT
CHHA013,Phsar,AGENT,0979474183,Kampong Chhnang,Baribour,Phsar,"Phsar, Baribour, Kampong Chhnang, Cambodia",ACTIVE,CHH,CHHA013,Phsar,Phsar,0979474183,0978887079,CHH,Kampong Chhnang,Kampong Chhnang,AGENT,AGENT,AGENT,12.381489,104.487486,CHHA013 | Phsar | 0979474183 | CHH | Kampong Chhnang | Baribour | AGENT
CHHA014,Krang Leav,AGENT,0979588987,Kampong Chhnang,Rolea B'ier,Krang Leav,"Krang Leav, Rolea B'ier, Kampong Chhnang, Cambodia",ACTIVE,CHH,CHHA014,Krang Leav,Krang Leav,0979588987,0978887079,CHH,Kampong Chhnang,Kampong Chhnang,AGENT,AGENT,AGENT,12.26828,104.610975,CHHA014 | Krang Leav | 0979588987 | CHH | Kampong Chhnang | Rolea B'ier | AGENT
CHHA015,Chrey Bak,AGENT,0883444423,Kampong Chhnang,Rolea B'ier,Chrey Bak,"Chrey Bak, Rolea B'ier, Kampong Chhnang, Cambodia",ACTIVE,CHH,CHHA015,Chrey Bak,Chrey Bak,0883444423,0978887079,CHH,Kampong Chhnang,Kampong Chhnang,AGENT,AGENT,AGENT,12.198668,104.653831,CHHA015 | Chrey Bak | 0883444423 | CHH | Kampong Chhnang | Rolea B'ier | AGENT
CHHA016,Chieb,AGENT,090649635,Kampong Chhnang,Tuek Phos,Chieb,"Chieb, Tuek Phos, Kampong Chhnang, Cambodia",ACTIVE,CHH,CHHA016,Chieb,Chieb,090649635,0978887079,CHH,Kampong Chhnang,Kampong Chhnang,AGENT,AGENT,AGENT,12.257837,104.660942,CHHA016 | Chieb | 090649635 | CHH | Kampong Chhnang | Tuek Phos | AGENT
CHHA017,Prey Kri 02,AGENT,0975686565,Kampong Chhnang,Chol Kiri,Prey Kri 02,"Prey Kri 02, Chol Kiri, Kampong Chhnang, Cambodia",ACTIVE,CHH,CHHA017,Prey Kri 02,Prey Kri 02,0975686565,0978887079,CHH,Kampong Chhnang,Kampong Chhnang,AGENT,AGENT,AGENT,12.257837,104.660942,CHHA017 | Prey Kri 02 | 0975686565 | CHH | Kampong Chhnang | Chol Kiri | AGENT
CHHA018,Rolea B'ier,AGENT,067334452,Kampong Chhnang,Rolea B'ier,Rolea B'ier,"Rolea B'ier, Rolea B'ier, Kampong Chhnang, Cambodia",ACTIVE,CHH,CHHA018,Rolea B'ier,Rolea B'ier,067334452,0978887079,CHH,Kampong Chhnang,Kampong Chhnang,AGENT,AGENT,AGENT,12.236872,104.669272,CHHA018 | Rolea B'ier | 067334452 | CHH | Kampong Chhnang | Rolea B'ier | AGENT
CHHA019,Kampong Chhnang,AGENT,0977267266,Kampong Chhnang,Kampong Chhnang,Kampong Chhnang,"Kampong Chhnang, Kampong Chhnang, Kampong Chhnang, Cambodia",ACTIVE,CHH,CHHA019,Kampong Chhnang,Kampong Chhnang,0977267266,0978887079,CHH,Kampong Chhnang,Kampong Chhnang,AGENT,AGENT,AGENT,12.246661,104.671258,CHHA019 | Kampong Chhnang | 0977267266 | CHH | Kampong Chhnang | Kampong Chhnang | AGENT
